sample_id,tic_id,label,n_sectors,flux_mean,flux_std,flux_median,flux_mad,flux_skew,flux_kurt,bls_period,bls_duration,bls_depth,bls_power,bls_snr,status,error
SAMPLE_001058,11521555,1,6,1.0000854,0.0017348205,1.0,0.0011456013,0.24073142,0.57238007,5.86768384192096,0.215,0.0011543212686951478,0.009084029629110268,8.666054518244323,success,
SAMPLE_003605,52420398,1,2,0.9995303,0.0055039455,1.0,0.0038942099,-0.33285508,-0.13995409,5.2366183091545775,0.135,0.010674263434442912,0.0387395659550809,9.195791341707533,success,
SAMPLE_005368,219189765,1,4,1.0043458,0.03537134,1.0,0.024790466,0.29109034,-0.42396927,14.927463731865933,0.215,0.03403714362603461,0.2710953522153182,5.712090501204181,success,
SAMPLE_004144,366631954,1,6,0.998859,0.0063885623,1.0,0.0026949048,-1.2042042,2.0586166,14.144072036018008,0.3,0.01637936587528643,0.05794926331892348,10.028887357197034,success,
SAMPLE_006277,371210825,0,6,1.0044135,0.018764453,1.0,0.0062080324,0.9080307,-0.07686329,14.455977988994496,0.3,0.011792404413982986,0.09004186920624421,5.306166584159155,success,
SAMPLE_003749,427041513,1,6,0.99996716,0.0068268576,1.0,0.004504621,-0.16897039,0.15997648,7.956728364182091,0.3,0.0055288613066076225,0.18373081131336857,4.8271141483129965,success,
SAMPLE_004078,37291237,1,1,0.99992406,0.004587821,1.0,0.0030896962,-0.043251418,0.07258558,11.01775887943972,0.3,0.0069068149572173426,0.0103040840563001,2.5977686908960322,success,
SAMPLE_004451,328513434,1,1,0.99959224,0.03196726,0.99999994,0.021500409,-0.15893933,0.17300677,1.7911455727863932,0.05,0.05674437467862529,0.5216276973422501,16.082199444699352,success,
SAMPLE_006862,399956873,0,9,1.0051961,0.015264751,1.0,0.0147153735,0.10445726,-1.293746,13.629064532266133,0.3,0.009650004400808331,0.10457666288270144,4.504677774595908,success,
SAMPLE_003185,45465399,1,5,1.0120786,0.033681124,1.0,0.028438926,0.16949175,-1.5171872,14.956478239119559,0.3,0.024354940706087326,0.4015714436115889,7.331838029458192,success,
SAMPLE_000420,86396382,1,8,0.99999064,0.008306715,1.0,0.005600691,-0.36418986,0.09209514,2.1828414207103553,0.105,0.013224878899682643,1.186941353800842,21.97423223084938,success,
SAMPLE_006483,463203560,0,3,1.0006309,0.008356798,1.0,0.008535862,0.12776986,-1.3752636,7.1008004002001,0.245,0.004085628785319459,0.011667961437430239,4.135102172538735,success,
SAMPLE_006062,165523947,0,1,1.000025,0.0013859441,1.0,0.0009210706,0.079319425,0.061047077,7.456228114057028,0.16,0.0008757614185176067,0.00013153330766112097,3.727548479622686,success,
SAMPLE_007058,249067445,0,1,1.0000039,0.00060039887,1.0,0.00039720535,0.1650151,0.34809566,0.8336668334167083,0.135,0.00024443103825261465,8.421273750413351e-05,16.642105849023057,success,
SAMPLE_004243,199949052,1,9,0.99869263,0.010352049,1.0,0.008094609,-0.5073411,0.10567832,14.789644822411205,0.3,0.008307584345179076,0.16405093133943263,6.049314762407629,success,
SAMPLE_006661,206466531,0,4,1.0014262,0.009101303,1.0,0.009979457,-0.27121744,-1.4372194,13.607303651825912,0.3,0.012824135396553998,0.03552302491253622,4.374106605290544,success,
SAMPLE_006530,27244707,0,1,0.99988556,0.009942538,1.0,0.0066583157,-0.03587126,0.0002465248,1.6895947973986993,0.105,0.007224664954506166,0.02615008763613966,9.242299568497529,success,
SAMPLE_001020,20579360,1,2,0.99200356,0.016777076,1.0,0.0100803375,-0.33907765,-1.5276301,14.811405702851426,0.3,0.01665850843666637,0.06854395812361769,4.588327720198417,success,
SAMPLE_006466,467281353,0,2,0.9915108,0.0113377515,1.0,0.00457865,-0.08409294,-1.9398127,7.115307653826913,0.27,0.007597731592565266,0.028054605321394865,4.860937573615507,success,
SAMPLE_006974,349373192,0,3,1.0036249,0.014373982,1.0,0.013106734,0.2742028,-1.4450907,7.963981990995498,0.3,0.004950728163157228,0.026139605016952436,3.7174829801817117,success,
SAMPLE_003117,115270627,1,4,1.0116441,0.030150117,1.0,0.021107018,0.39175463,-1.245884,11.351425712856427,0.3,0.022592440510997232,0.32794380159609465,4.02572909793024,success,
SAMPLE_003847,247166992,1,2,1.0002501,0.0058360724,1.0,0.003985524,0.09820113,-0.21999073,8.232366183091546,0.3,0.005978545388088054,0.019301222677011627,3.356241735022383,success,
SAMPLE_001415,376036292,1,2,0.99932724,0.021629924,1.0,0.016304016,-0.10010697,-0.52995515,2.966233116558279,0.105,0.016443097710478083,0.18223306160120611,8.240354774815986,success,
SAMPLE_006571,7904580,0,2,0.9986075,0.015429341,1.0,0.013504297,-0.083415724,-1.1882004,12.722361180590294,0.3,0.01966593079687227,0.08353774816719176,3.9186829826701572,success,
SAMPLE_002919,84599716,1,5,1.0000389,0.0045227623,1.0,0.003035903,0.0052508237,0.27151823,10.640570285142571,0.3,0.005221370254277822,0.027330864100587896,12.322154267817872,success,
SAMPLE_006651,4999813,0,1,0.9999996,0.0052606724,1.0,0.0034643412,0.16827115,0.80815744,0.572536268134067,0.3,0.0006368354058224179,0.001453930212780778,8.519066673840761,success,
SAMPLE_006142,384045439,0,2,0.99862146,0.003359095,1.0,0.0025991797,-0.24774902,-1.454995,12.678839419709854,0.3,0.003799358045283443,0.003572692585174356,5.604837840923298,success,
SAMPLE_003539,438519486,1,2,1.0103433,0.02284007,1.0,0.02097714,0.045512788,-1.7482251,15.0,0.3,0.02254122858861736,0.10975110903740892,2.4780889292759545,success,
SAMPLE_000229,219015370,1,13,1.0026276,0.009710394,1.0,0.004141569,1.3310474,1.5581179,14.57928964482241,0.3,0.004653758023981075,0.10807074409138352,7.08175469223115,success,
SAMPLE_007065,410245915,0,2,1.0005388,0.0030448637,1.0,0.0027811825,0.073291525,-1.4520005,13.600050025012505,0.3,0.003090735399084928,0.0020585950636922627,2.918129400663373,success,
SAMPLE_003084,427153307,1,7,0.9952546,0.025199166,1.0,0.017374039,-0.58469266,-0.62848234,12.671585792896447,0.3,0.009507906372428529,0.11869557234955641,6.0104849169758285,success,
SAMPLE_005940,248769312,1,1,1.0000855,0.0011927133,1.0,0.00085669756,0.19157822,-0.46061778,10.691345672836418,0.3,0.0018577356226125575,0.000745455235001112,2.348789972670739,success,
SAMPLE_001112,358248442,1,4,1.0011091,0.0060784835,1.0,0.0040075183,0.4047053,-1.0282729,14.717108554277138,0.3,0.007971503794338603,0.013725692512521426,4.106584421457766,success,
SAMPLE_006930,86005116,0,1,0.9999864,0.029025627,1.0,0.0195688,-0.013645025,0.02840805,0.9859929964982491,0.245,0.007510273139670563,0.12533013824931974,14.943369808448763,success,
SAMPLE_004131,282485660,1,1,0.99996775,0.0023921856,1.0,0.0016075373,-0.05706782,0.05543351,6.310155077538769,0.135,0.0034430768402347206,0.002110150506741406,9.716796149738395,success,
SAMPLE_002413,47937361,1,8,0.9979375,0.022746071,1.0,0.017394215,-0.22781363,-0.6938982,2.944472236118059,0.3,0.01848257319790974,2.288756930507813,13.99922939690413,success,
SAMPLE_003815,71582156,1,5,1.0035768,0.0071788174,1.0,0.005273342,0.2759023,-1.5521184,14.688094047023512,0.3,0.0071262969039367985,0.027245673707581262,6.734056120892569,success,
SAMPLE_006777,427348923,0,2,1.0026917,0.0077775605,1.0,0.006985545,0.10710298,-1.5177006,14.281890945472735,0.3,0.008433290479787121,0.015362003876357107,3.5086354075549018,success,
SAMPLE_006342,356235833,0,3,1.002534,0.008022142,0.99999994,0.0009711385,2.4657247,4.2622194,5.969234617308654,0.3,0.0029915280775498145,0.008515202087188598,2.2226201892704474,success,
SAMPLE_000108,278683844,1,70,1.0039974,0.011469012,1.0,0.0069865584,0.84495777,0.32857084,14.514007003501751,0.3,0.003655928514656154,0.4786498231460783,7.661121619697884,success,
SAMPLE_006417,144043410,0,1,0.99990815,0.002727089,0.99999994,0.0016997457,-0.4272156,1.0038071,6.2593796898449225,0.19,0.007144281605036467,0.013959647764839076,8.174915128133282,success,
SAMPLE_000232,237104103,1,33,0.9994225,0.007987818,1.0,0.0062633753,-0.1419488,-0.9297042,9.073786893446723,0.16,0.0032801583121554773,0.04494755455433315,10.20666937169788,success,
SAMPLE_000276,311035838,1,4,1.0126487,0.019833872,1.0,0.0058401823,0.79089403,-0.8221297,14.499499749874937,0.3,0.01868230035689889,0.150256703222228,3.6055842962224696,success,
SAMPLE_004450,367522211,1,3,1.0001149,0.0071117077,1.0,0.0049251616,0.064504735,-0.17241335,14.97823911955978,0.3,0.004379215673222597,0.00827510415728623,3.9523954087407125,success,
SAMPLE_001411,401283491,1,1,0.9999478,0.0076034893,1.0,0.005072832,-0.06235016,0.08025789,3.4667333666833415,0.08,0.011387252255322446,0.02560972900045336,12.351383840602919,success,
SAMPLE_003103,83148519,1,2,0.9852859,0.023806425,0.99999994,0.017317235,-0.01315775,-1.9174037,11.815657828914457,0.3,0.02084717878968243,0.15145979492591127,4.164784043024875,success,
SAMPLE_006876,243153196,0,2,0.9977385,0.0050825486,1.0,0.0041371584,-0.17467067,-1.5593884,10.901700850425213,0.215,0.006624280193694218,0.006867390285235129,5.037294349544617,success,
SAMPLE_001119,441155146,1,2,1.0276941,0.050150473,1.0,0.042596042,0.029887544,-1.8472869,14.086043021510754,0.3,0.054659362334345665,0.6453315124122138,2.8472175514717755,success,
SAMPLE_001380,315117300,1,2,1.000013,0.006822733,1.0,0.0045672655,-0.01965537,0.06356859,8.892446223111556,0.3,0.0035360168689403735,0.00807720628214035,9.564320709353769,success,
SAMPLE_006009,382331352,0,2,1.0000867,0.0029954594,1.0,0.0018589497,0.28467244,1.051167,0.7466233116558278,0.3,0.0007610792799818203,0.014956599171854037,15.223024148377553,success,
SAMPLE_006489,81231810,0,1,1.0000783,0.007592363,1.0,0.005056381,-0.041758165,0.11222696,5.454227113556779,0.19,0.010210144976061016,0.02272585917421611,6.359073639461308,success,
SAMPLE_000703,75878355,1,11,0.99893564,0.00892678,1.0,0.009728432,0.23885109,-1.4286363,14.796898449224612,0.3,0.007263795848325635,0.13768434426419557,5.005508767674838,success,
SAMPLE_004857,346855283,1,1,1.0000027,0.0010388439,1.0,0.00068712234,0.032965597,0.21190953,1.3269134567283642,0.3,0.0005232995060876664,0.0005224912478206045,6.112639022711585,success,
SAMPLE_000271,198390247,1,51,1.0012586,0.008690133,1.0,0.006221175,0.35118374,-0.107200384,14.891195597798898,0.3,0.003391285378111825,0.17078137485129877,7.197894703814994,success,
SAMPLE_006617,156816238,0,1,0.99990743,0.007007287,1.0,0.0048002303,-0.059769437,-0.068593025,2.1828414207103553,0.3,0.005736047045163405,0.03347802482915357,7.121976953141731,success,
SAMPLE_000260,277447970,1,6,0.9980485,0.010826081,1.0,0.009459555,-0.1459359,-1.2820909,0.7248624312156078,0.3,0.0018453232900860989,0.07322070101119729,13.022638729108476,success,
SAMPLE_006271,67926921,0,1,0.99989945,0.0012460047,1.0,0.0007020235,-0.84846234,2.223617,3.5682841420710356,0.16,0.003393149767560635,0.004639926534074007,10.740386735413994,success,
SAMPLE_006074,42123111,0,3,1.0027978,0.0061998316,1.0,0.0030580163,0.52051544,-1.4546179,14.354427213606803,0.3,0.005128991908311081,0.011311819938073835,4.378233054866936,success,
SAMPLE_006811,68322189,0,1,0.9991653,0.013932719,1.0,0.008736908,-0.42236927,0.61099267,1.283391695847924,0.08,0.025980743951168634,0.37529947527843915,17.793399803325126,success,
SAMPLE_004254,404516402,1,1,0.9997037,0.00655438,1.0,0.004104346,-0.43812707,0.94350696,2.313406703351676,0.08,0.013724802348859465,0.05425061746039439,13.194813382012232,success,
SAMPLE_007103,33690636,0,1,1.0001326,0.0037915022,1.0,0.002777338,0.106977165,-0.429178,9.008504252126063,0.3,0.004902058783807355,0.007785778423648522,2.0491325220495233,success,
SAMPLE_006434,62530991,0,3,1.0001144,0.0020952297,1.0,0.0013352036,0.44129544,1.383668,12.584542271135568,0.3,0.0017706705076887227,0.000677219194108506,3.186199130293732,success,
SAMPLE_006478,268042363,0,2,0.9999723,0.006271494,1.0,0.0042107105,-0.01290191,0.07081342,0.8336668334167083,0.3,0.0015771162177731762,0.014076849246513352,10.602980620732438,success,
SAMPLE_006754,9804616,0,1,0.99965394,0.016460812,1.0,0.010858804,-0.13649218,0.14426899,1.036768384192096,0.3,0.01263150052160109,0.35014302051000934,19.97072685901175,success,
SAMPLE_006484,462162963,0,1,0.99999434,0.0066016065,1.0,0.0044279695,-0.023731632,0.0628643,1.355927963981991,0.08,0.004748971406132744,0.012697186661357988,14.476775941408869,success,
SAMPLE_006641,468977648,0,4,1.0001048,0.010827487,1.0,0.007316053,0.03194501,-0.021786213,2.095797898949475,0.3,0.004658231028220017,0.11729457322598477,16.755212306715535,success,
SAMPLE_004122,76228620,1,2,0.9950832,0.009871679,1.0,0.008523762,-0.065761454,-1.7762741,6.759879939969985,0.3,0.008540180313741444,0.03486277694020168,3.692182596731614,success,
SAMPLE_000566,166648874,1,2,1.022071,0.03895025,1.0,0.03187245,0.0018562827,-1.9256194,14.695347673836919,0.3,0.04020719272327221,0.3491895628842524,3.0973842566585414,success,
SAMPLE_000079,29344935,1,6,0.9969682,0.024076523,1.0,0.018523037,-0.02573479,-0.64717245,14.70985492746373,0.3,0.029734636939466604,0.572928314781386,5.127720161098786,success,
SAMPLE_003710,119130170,1,2,0.9957625,0.025408406,1.0,0.023113012,-0.058824386,-1.4245808,6.3899449724862425,0.3,0.019056448259394416,0.18012151725043632,3.421920348357987,success,
SAMPLE_000240,343019899,1,12,0.999583,0.014753807,1.0,0.007373512,-0.6112881,-0.3974929,13.012506253126563,0.3,0.007132762054817946,0.35692264427978015,4.866947956056742,success,
SAMPLE_004915,283884522,1,3,0.9978142,0.010508857,1.0,0.0048033595,-1.3102499,1.7616777,5.0117558779389695,0.3,0.009998031226301517,0.3496622781505465,4.268305620350838,success,
SAMPLE_000708,167415965,1,64,1.0012096,0.008926197,1.0,0.0053893924,0.34316933,-0.3246262,14.180340170085042,0.3,0.003298751554940159,0.3220348593371881,7.861455332361059,success,
SAMPLE_006671,444413256,0,2,1.0008506,0.0072546597,1.0,0.0054127276,0.23281111,-0.5913303,11.960730365182592,0.3,0.006173584683483281,0.013339601745448775,5.334002158028932,success,
SAMPLE_002406,421951960,1,4,1.0024744,0.0072642057,1.0,0.0010714531,2.1331396,2.822157,14.274637318659328,0.3,0.00312688669684774,0.016822051823875656,4.336925302635801,success,
SAMPLE_007084,333821572,0,1,1.0000042,0.0013554412,1.0,0.00089645386,-0.02687209,0.27261066,2.8284142071035516,0.08,0.001870668801090572,0.0008048624055759367,12.58118386098453,success,
SAMPLE_001232,220139435,1,2,1.000145,0.0036963338,1.0,0.0026893318,0.149784,-0.36556005,2.0595297648824413,0.3,0.00425448247342019,0.141646410548263,6.179344484082114,success,
SAMPLE_006578,220396259,0,10,0.99945736,0.016864095,1.0,0.012705088,-0.14733034,-0.80873966,13.578289144572286,0.3,0.014286219179922878,0.17593080238975842,8.105803770327844,success,
SAMPLE_000935,231833236,1,3,1.0001714,0.0090161385,1.0,0.006189823,0.05930356,-0.14046979,14.434217108554277,0.3,0.007999562111169693,0.027644973395239462,5.1820167354436375,success,
SAMPLE_006949,73244652,0,2,1.0114689,0.017229455,1.0,0.010010779,0.06836094,-1.8923324,10.27063531765883,0.3,0.013724811094929842,0.06677732083519004,2.201762516960795,success,
SAMPLE_004020,131034657,1,1,1.0000179,0.0034235215,0.99999994,0.0022832453,-0.0009915209,0.0341444,5.330915457728865,0.08,0.002650427748059844,0.000811360617107684,6.539537238186084,success,
SAMPLE_005806,7561203,1,3,1.0148847,0.027438821,1.0,0.011174053,0.4599881,-1.6776798,7.325662831415707,0.3,0.013996682987227154,0.19551532037564417,5.112111745044887,success,
SAMPLE_004971,29780740,1,8,1.0009171,0.04227371,0.99999994,0.030301094,0.012745381,-0.3925228,13.89744872436218,0.3,0.016999087290936094,0.27293119096063506,5.309350375646113,success,
SAMPLE_003613,267484403,1,10,0.9947332,0.027603941,1.0,0.017293006,-0.6741524,-0.09224081,13.578289144572286,0.3,0.016580512124710754,0.28728448452197597,5.607175281480587,success,
SAMPLE_003690,313609787,1,1,0.9999669,0.007868361,1.0,0.0052652657,-0.033360533,0.15729547,3.503001500750375,0.05,0.009126796298814587,0.007496856961205008,8.861465501111187,success,
SAMPLE_006820,431999925,0,2,0.9890596,0.07023527,1.0,0.062839955,-0.09669614,-1.3735325,13.034267133566782,0.3,0.07138719082190334,1.1007642989036535,2.9627142267948727,success,
SAMPLE_006529,291147951,0,1,0.9999306,0.010042798,1.0,0.0067332983,-0.07906134,0.10564089,2.5310155077538767,0.08,0.012454295636484184,0.048781931397398455,12.468392956687602,success,
SAMPLE_007042,304042899,0,3,1.000813,0.009752307,1.0,0.010511667,0.10816351,-1.4246808,14.49224612306153,0.3,0.011628082604671271,0.029138251740658132,5.189456125785564,success,
SAMPLE_006523,55452495,0,5,0.99784636,0.008505586,1.0,0.007807553,-0.056363184,-1.0764108,13.273636818409203,0.3,0.009071810990451356,0.03555263000727677,4.919961296284414,success,
SAMPLE_006946,365952328,0,1,1.0000045,0.0042194813,1.0,0.0028050244,0.028095314,0.118513584,4.873936968484242,0.08,0.004272613364029368,0.0020993508702254705,8.815080225334142,success,
SAMPLE_006834,456305193,0,1,1.0000026,0.003858523,1.0,0.0025441647,0.23422739,-0.11542487,3.8584292146073036,0.3,0.005525927886858355,0.01586338914608922,5.090157748920072,success,
SAMPLE_001067,444013020,1,9,0.9970368,0.014815321,1.0,0.005638242,0.27430767,197.58467,12.896448224112056,0.3,0.03303388171403148,0.44795292852016394,7.478064047144678,success,
SAMPLE_003903,62740096,1,1,0.9999678,0.007453461,1.0,0.004917145,-0.054469552,0.07674432,1.7548774387193595,0.05,0.007386275885993535,0.010802300149873895,8.965633082425285,success,
SAMPLE_006909,144956678,0,2,0.9940011,0.008245746,1.0,0.0027303696,-0.20375367,-1.892673,14.97823911955978,0.3,0.009429005339360886,0.019203726604974356,4.4657488319379,success,
SAMPLE_003336,119292328,1,5,1.0015168,0.0061108395,1.0,0.001369834,0.9945626,0.5689883,13.498499249624812,0.3,0.009146123482812992,0.01806874014877846,5.0286585889577395,success,
SAMPLE_000996,268766053,1,3,0.999465,0.007276245,1.0,0.00508523,-0.46368635,0.41910148,3.307153576788394,0.08,0.013943129327527056,0.3078495895958037,12.924069937929461,success,
SAMPLE_007122,150271680,0,31,1.0014842,0.009783115,1.0,0.005074501,0.8802094,0.9661374,13.969984992496247,0.3,0.003138171248712663,0.04486310513074727,8.177251450101446,success,
SAMPLE_006931,141227133,0,2,0.999685,0.0034692169,1.0,0.0029213428,-0.19419216,-0.7843776,2.422211105552776,0.08,0.0051219905664779825,0.013379741555175618,9.769533885890981,success,
SAMPLE_005002,307232923,1,1,0.9999321,0.00731722,1.0,0.0049142838,-0.041202005,0.05213046,13.360680340170084,0.105,0.0070516425879798145,0.0037791504023344104,3.2702936641644387,success,
SAMPLE_006246,186599508,0,1,0.99999917,0.0010409356,1.0,0.000677377,0.15341267,0.5591366,5.628314157078539,0.105,0.0014114117096171645,0.0002928362030645337,7.3217747579211405,success,
SAMPLE_006819,306902029,0,2,0.99310946,0.010622762,1.0,0.007286191,-0.015070139,-1.9199761,6.3899449724862425,0.3,0.008339547274081701,0.034530606197743514,3.394780159256462,success,
SAMPLE_006460,357416482,0,5,0.99489003,0.007508284,0.99999994,0.0018848777,-0.43324664,-1.6493173,14.920210105052526,0.3,0.01037177267963476,0.1625438131307252,3.625430317225644,success,
SAMPLE_006097,249812036,0,6,0.99972475,0.007019043,1.0,0.006510854,-0.07867769,-1.1844382,14.985492746373186,0.3,0.0036839815415046083,0.012865990558243043,5.68568206307434,success,
SAMPLE_000793,177308364,1,58,0.9999049,0.014599034,1.0,0.009393394,-0.20426817,0.119766235,15.0,0.3,0.0034969261470816407,0.2870516324319346,4.539633874856741,success,
SAMPLE_007104,42755801,0,1,0.9998276,0.0017290789,0.99999994,0.0013969541,-0.2034053,-0.90518117,3.9744872436218106,0.3,0.002686493948546441,0.004676777828653667,4.843866593281632,success,
SAMPLE_007060,5109298,0,1,0.9999892,0.0017812478,1.0,0.0012032092,-0.018549912,0.03369689,1.6170585292646322,0.135,0.0010735780824714276,0.0008367657467923579,13.942009747792852,success,
SAMPLE_004460,72504017,1,2,1.0000137,0.0013451388,1.0,0.0010114908,0.06932749,-0.47514057,14.688094047023512,0.3,0.0013029547439592,0.0003641547334008408,3.3902523556882507,success,
SAMPLE_005765,34077285,1,3,0.999951,0.0018853516,1.0,0.0012628734,0.073162526,0.24943829,6.3899449724862425,0.105,0.002600796755781573,0.00817446773986226,10.23518514236101,success,
SAMPLE_006534,361998994,0,1,0.99988383,0.014509438,1.0,0.009744704,-0.031404685,0.037662745,1.8491745872936467,0.135,0.008951726274207088,0.05449071423606407,12.891197289030924,success,
SAMPLE_006558,193708920,0,1,0.9999965,0.0037706015,1.0,0.002497971,0.017785067,0.17649722,1.3269134567283642,0.135,0.002084290828048134,0.004218284476464894,16.847549482497776,success,
SAMPLE_003075,376632626,1,1,0.99967563,0.0074494723,1.0,0.0048304796,-0.32659173,0.49220276,2.1393196598299147,0.105,0.012407119923833554,0.05249238905829615,12.53959887797445,success,
SAMPLE_005968,253990973,0,1,1.0000191,0.00096748915,1.0,0.0006311536,0.18620272,0.531883,1.0802901450725364,0.05,0.00047565037076074187,8.91398504307035e-05,7.61275425583326,success,
SAMPLE_003078,165989915,1,6,1.0005536,0.012780677,1.0,0.007692814,0.21023871,0.25623488,13.8104052026013,0.3,0.006404638594985946,0.06202132604496392,4.418847968600979,success,
SAMPLE_000280,418959198,1,3,1.0003564,0.002560115,1.0,0.0018272102,0.32728168,-0.59774065,12.098549274637318,0.3,0.0016619999997560082,0.0013244959976111117,3.438294811187018,success,
SAMPLE_006502,376740324,0,1,0.99891007,0.007883513,0.99999994,0.0032201111,-2.5750759,9.090876,4.533016508254127,0.19,0.03136149273311812,0.40423626607071184,10.64439247827497,success,
SAMPLE_002746,372759746,1,6,0.9983942,0.010585761,1.0,0.005583346,0.14135405,-0.88698864,14.514007003501751,0.3,0.013416913881457984,0.07821589968551884,7.1235996733613165,success,
SAMPLE_000837,233068569,1,29,1.002189,0.019573877,1.0,0.010656476,0.4839861,0.2604456,13.01975987993997,0.3,0.0053741438961384036,0.13003860533034847,7.021123456409931,success,
SAMPLE_001205,237211410,1,58,0.99845487,0.0171457,1.0,0.01219362,-0.42380536,-0.5731113,13.273636818409203,0.3,0.005427407991122849,0.6950469216408988,7.598175036309707,success,
SAMPLE_005803,214361331,1,6,0.9990038,0.004887526,1.0,0.0022188425,-1.245757,1.3318601,14.441470735367684,0.3,0.011398783120755786,0.05613073486589968,4.72847813446118,success,
SAMPLE_000047,360630575,1,4,1.0000671,0.005906569,1.0,0.0040941834,-0.18236187,-0.5579307,5.091545772886443,0.3,0.006127636211117894,0.31183552157484606,5.468482591121978,success,
SAMPLE_006981,151728428,0,1,0.9976899,0.019367069,0.99999994,0.01733923,-0.12064634,-1.0111101,2.4947473736868435,0.3,0.02957552841084993,0.823103879814913,6.458985013570139,success,
SAMPLE_002230,45655786,1,3,0.99694246,0.006349962,1.0,0.002726674,-0.61058015,-1.2248664,14.93471735867934,0.3,0.006986140463378802,0.013592515162875317,8.063382195292002,success,
SAMPLE_006519,131581531,0,1,1.0000024,0.00407308,1.0,0.0027434826,-0.010071892,0.012568951,3.060530265132566,0.16,0.0020863780764425054,0.002241781341097863,9.392357418545245,success,
SAMPLE_006031,341544930,0,5,1.0058116,0.016314674,1.0,0.013160616,0.43540516,-1.2035064,14.688094047023512,0.3,0.02002964513070203,0.08665632375736082,3.658894094733497,success,
SAMPLE_006731,74197917,0,2,0.99959356,0.020735804,1.0,0.015037894,-0.09008213,-0.37529564,1.501000500250125,0.16,0.008907997238446517,0.1492618922391212,6.35815135916606,success,
SAMPLE_002674,295593712,1,3,1.0003666,0.003697922,1.0,0.0022607744,0.5586527,0.6944828,9.008504252126063,0.3,0.003707862614871314,0.010936729033339851,4.180464062784291,success,
SAMPLE_004743,437248515,1,6,0.99959606,0.0063284948,1.0,0.004089117,0.38875026,30.6148,3.437718859429715,0.245,0.0044395229217726465,0.19379231929747912,13.465372085303592,success,
SAMPLE_006803,305550963,0,7,0.9916371,0.0329532,1.0,0.020708501,-0.70658547,-0.41667962,14.158579289644821,0.3,0.017162191882069078,0.23931442453502816,6.088574076723166,success,
SAMPLE_006257,286561122,0,1,0.999989,0.0012998914,1.0,0.0008633733,-0.12686044,0.26471496,13.563781890945473,0.3,0.0018679537204836839,0.0007554228635546031,3.6546279701051265,success,
SAMPLE_006343,1400212743,0,5,1.0008923,0.008858677,1.0,0.0036796927,0.39970082,-0.38433838,14.659079539769884,0.3,0.008255307777958328,0.029747521491099608,5.657080523152199,success,
SAMPLE_003125,141275395,1,1,0.999972,0.0021599429,1.0,0.0014513135,-0.0016133032,0.011778593,1.675087543771886,0.05,0.0012256551313961394,0.0003244817882414206,13.322378590039335,success,
SAMPLE_004454,138344895,1,3,0.9886571,0.032001756,1.0,0.03228551,-0.00034863033,-1.6520463,12.66433216608304,0.3,0.03344054974810097,0.3645561397904004,3.937406318849529,success,
SAMPLE_006479,114103134,0,1,0.99996805,0.0027533362,1.0,0.0018199086,-0.047769915,0.09495497,1.1455727863931966,0.05,0.002333444499692573,0.0018594549441191958,16.850607203515725,success,
SAMPLE_004990,452920657,1,4,0.99710864,0.06426491,1.0,0.050832987,-0.54420686,-1.1848673,14.057028514257128,0.3,0.1037678204849916,2.320452402448273,8.129641590185107,success,
SAMPLE_001850,312811620,1,2,1.0006006,0.0086390255,1.0,0.008329272,-0.029466946,-1.6909848,12.548274137068534,0.3,0.010385816855603948,0.02329888141975977,3.2482596077576225,success,
SAMPLE_006075,89759617,0,3,0.9982765,0.006847882,1.0,0.005409777,-0.30571032,-1.2539717,14.564782391195598,0.3,0.009061958989861986,0.01773772575853114,7.640992258426592,success,
SAMPLE_006823,172110606,0,5,1.000516,0.0018051171,1.0,0.0010641217,0.7620657,-0.36823177,14.412456228114056,0.3,0.0013652130866243805,0.0012077467881850235,4.650515627998031,success,
SAMPLE_006735,1405997635,0,1,1.0000354,0.0038634567,1.0,0.002399683,0.62892634,3.684002,1.5807903951975988,0.3,0.0023472374567089236,0.008925428358647349,5.064490805883466,success,
SAMPLE_006314,82707763,0,1,0.999959,0.0025030032,1.0,0.0016064644,-0.4442913,0.8996868,13.309904952476238,0.215,0.007561665687777387,0.00880553334795132,3.6437608042668663,success,
SAMPLE_004659,166145361,1,4,1.0019697,0.02261297,1.0,0.0076649785,18.467949,1347.102,4.736118059029515,0.3,0.008825379404454417,0.3610466794277699,4.526324361616073,success,
SAMPLE_003502,63013648,1,4,0.9999293,0.012898949,1.0,0.011962354,0.4304655,-1.396921,14.514007003501751,0.3,0.012683388671200571,0.06949512641580724,5.12513145286285,success,
SAMPLE_006189,284050395,0,1,0.999936,0.0013040545,1.0,0.00082588196,-0.35412845,0.6813154,1.3631815907953977,0.135,0.0018847494472639698,0.0019555304036684928,9.634965256554645,success,
SAMPLE_004335,164260243,1,1,0.99956113,0.0033552197,1.0,0.0016935468,-1.3643519,3.053114,1.8491745872936467,0.105,0.009866335248936871,0.05066784933271759,15.795690956676001,success,
SAMPLE_006136,197650870,0,5,0.9996303,0.014916096,1.0,0.01044929,-0.16261306,-0.3503697,1.6823411705852926,0.3,0.010799404078955197,0.8932471768793842,11.043750444542287,success,
SAMPLE_000303,306955329,1,5,1.0065975,0.012859354,1.0,0.011515081,0.13780881,-1.5278533,14.158579289644821,0.3,0.00984405984037718,0.05383101310528483,4.512991874600764,success,
