sample_id,tic_id,label,n_sectors,flux_mean,flux_std,flux_median,flux_mad,flux_skew,flux_kurt,bls_period,bls_duration,bls_depth,bls_power,bls_snr,status,error
SAMPLE_006864,87044036,0,2,0.9998226,0.0067018447,1.0,0.0051494837,-0.07107929,-0.61340165,12.062281140570285,0.3,0.0057340941057473435,0.008367918061852655,3.6544352134299727,success,
SAMPLE_000942,212253390,1,7,0.9957712,0.013095236,1.0,0.008733511,-0.47862214,-1.4559429,13.998999499749875,0.3,0.0180706893742161,0.492600395112015,5.401151063334436,success,
SAMPLE_005665,187309502,1,1,1.0001303,0.017998625,1.0,0.012195498,0.0023359577,0.023113728,3.5900450225112555,0.08,0.011653650760327951,0.019488387162269836,7.455511272077223,success,
SAMPLE_007072,461271719,0,3,0.9968938,0.0069052167,1.0,0.0040534735,-0.36950278,-1.6586823,14.789644822411205,0.3,0.009548464830574309,0.01969340701407432,4.623748444527507,success,
SAMPLE_006123,367099243,0,1,0.9998846,0.001676547,1.0,0.0009809732,-0.76621205,1.8988519,1.8274137068534266,0.105,0.004035232449776583,0.0067737699842716475,14.097108659489944,success,
SAMPLE_004255,129004637,1,1,0.99993134,0.0038488037,1.0,0.0025224388,-0.2295083,0.42208958,7.158829414707354,0.16,0.008589672012695242,0.012764366494422627,7.313242540470004,success,
SAMPLE_002302,165723070,1,5,1.0126989,0.03151332,1.0,0.018202245,0.7624864,-0.7216263,12.99799899949975,0.3,0.027749816194273455,0.41582824136061913,3.4674136587617386,success,
SAMPLE_006977,348755723,0,2,1.0132498,0.05274543,1.0,0.050985575,-0.005031405,-1.6387656,13.607303651825912,0.3,0.056167783127150206,0.6814410900664132,3.047334953124311,success,
SAMPLE_003645,356146869,1,10,1.0023263,0.013885309,1.0,0.008713007,0.6337181,0.12947989,14.804152076038019,0.3,0.009197816470677751,0.08163883385428145,5.116613330871441,success,
SAMPLE_006722,169532369,0,2,1.0014079,0.0071550417,1.0,0.0065109134,0.024534114,-1.412435,14.354427213606803,0.3,0.00967126462284406,0.020203205631496215,4.906190476640279,success,
SAMPLE_003654,75697959,1,2,0.99939317,0.04274593,1.0,0.02865982,0.012659123,0.29778242,4.148574287143571,0.08,0.024001880419581716,0.14863128802838224,3.7152368112100533,success,
SAMPLE_006959,157568289,0,2,1.0011525,0.0045918357,1.0,0.004282415,0.003699991,-1.5218445,1.84192096048024,0.19,0.003000238685509328,0.015405951159000765,7.102660625218274,success,
SAMPLE_000711,44313455,1,6,1.0001603,0.0155057255,1.0,0.010667086,0.9532854,0.7080722,9.023011505752876,0.3,0.009568956667264822,0.26718647070057633,3.6109351136792016,success,
SAMPLE_003415,148479278,1,10,0.9979064,0.006782277,1.0,0.0028227568,0.19773713,0.06353402,14.572036018009005,0.3,0.006308308989798877,0.09304015428259739,9.469062128249586,success,
SAMPLE_006738,77228304,0,4,1.001617,0.061977666,1.0,0.042057514,0.13742772,0.0015838146,13.389694847423712,0.3,0.042702236247454554,0.3938718917952191,6.663259590034346,success,
SAMPLE_006804,284305328,0,2,1.0088245,0.01967101,1.0,0.009754062,0.5449092,-1.2223254,12.200100050025013,0.3,0.01564584369101799,0.07931274563642064,2.718527156837256,success,
SAMPLE_006499,303867090,0,1,0.99980754,0.0065779663,1.0,0.0044066906,-0.15711579,-0.045079708,2.6905952976488243,0.3,0.007360649054404449,0.054395871120113536,5.475314516708876,success,
SAMPLE_007105,250484865,0,1,0.999994,0.000711788,1.0,0.00046408176,-0.0769229,0.16981459,13.505752876438219,0.3,0.0008923820286762851,0.0001720106679825509,1.81993704762205,success,
SAMPLE_007096,167031605,0,1,0.9999793,0.0011914939,1.0,0.0007677078,-0.2565589,0.6870096,2.7848924462231115,0.08,0.0024420681054484004,0.0013776139219107664,11.316941318676355,success,
SAMPLE_002408,152563846,1,5,1.0022395,0.010573506,1.0,0.00957644,0.29380018,-1.1607845,13.411455727863931,0.3,0.010009385069621981,0.04328112505189166,4.612108521564546,success,
SAMPLE_006835,318209162,0,2,1.008163,0.012463669,1.0,0.006737292,0.08851575,-1.854511,14.0280140070035,0.3,0.014606176616908719,0.04586818500333117,4.404317510682885,success,
SAMPLE_006378,100589632,0,1,1.0000054,0.001948023,1.0,0.0013266206,0.0053725843,0.027559519,3.945472736368184,0.08,0.0016310879021781677,0.00039507649007784843,8.576358397003238,success,
SAMPLE_006851,326347927,0,1,0.9997988,0.0045573288,1.0,0.0030868053,-0.132865,-0.11425638,5.534017008504252,0.3,0.0062487205613530475,0.012533929277894307,3.5658377389788574,success,
SAMPLE_006615,374778982,0,1,1.0000502,0.01018622,1.0,0.006776452,-0.028257336,0.0397439,2.3859429714857425,0.105,0.009559301629435364,0.04153232255352789,13.497445940110369,success,
SAMPLE_004674,467931774,1,2,0.99988294,0.0059413067,1.0,0.0039005578,-0.15405963,0.2877388,1.3486743371685843,0.105,0.006043654147015105,0.04405006107117185,21.566837503051875,success,
SAMPLE_002541,245793479,1,4,0.9999829,0.011437798,1.0,0.0073788166,0.02634838,0.34759593,6.223111555777889,0.3,0.004106554237461772,0.06749731029012397,4.587754732894034,success,
SAMPLE_002843,31374837,1,3,0.9993362,0.0020528536,1.0,0.0011981726,-0.5625852,-1.1943971,13.15032516258129,0.245,0.0031147181176353353,0.001149624070850608,6.395020984488272,success,
SAMPLE_004726,426904354,1,1,0.99998945,0.013812659,1.0,0.009443879,0.019410834,0.03701973,3.82216108054027,0.3,0.007234250356667583,0.030196936234639295,3.3138292990197353,success,
SAMPLE_006224,322202434,0,5,0.9999978,0.018398168,1.0,0.018650115,0.19907223,-1.458546,13.8104052026013,0.3,0.019930687379166746,0.17001542414580076,6.6034866172673885,success,
SAMPLE_006802,335489455,0,2,1.0539178,0.07130018,1.0,0.013640702,0.3098372,-1.8750213,7.615807903951976,0.215,0.061420859395174984,1.148732939512345,4.2822859827617314,success,
SAMPLE_004098,446135868,1,2,1.0476669,0.07235019,0.99999994,0.041275352,0.07808167,-1.8895482,12.990745372686343,0.3,0.07013111534911023,1.4681344420228961,3.3328027512230447,success,
SAMPLE_006759,64531556,0,4,0.99216527,0.026359858,1.0,0.023234248,-0.12796052,-1.5039266,13.600050025012505,0.3,0.029512573666801996,0.3762685459173951,6.677723837378416,success,
SAMPLE_001026,443115574,1,2,1.0000527,0.003593319,1.0,0.0022471845,0.108017184,0.6267905,14.136818409204603,0.27,0.0030134689099840756,0.008222840856089474,2.6269338898822077,success,
SAMPLE_006801,18017227,0,1,1.0000433,0.0032146077,1.0,0.0021331012,0.06820668,0.26282454,1.2398699349674838,0.05,0.001319790681275267,0.0005086194531752618,4.915149245565703,success,
SAMPLE_006297,307734817,0,2,0.997953,0.0071017127,1.0,0.006242037,-0.12755097,-1.3747326,14.86943471735868,0.3,0.008281933386286218,0.014781235642507138,3.867202483207362,success,
SAMPLE_004961,308120029,1,1,0.99978715,0.012816848,1.0,0.008121967,-0.26555482,1.1704617,6.846923461730865,0.05,0.04210714129854867,0.09574261281014093,6.82726994456028,success,
SAMPLE_004073,217933560,1,4,1.0050523,0.037696112,1.0,0.02991563,0.336694,-0.98408127,2.0740370185092543,0.3,0.04553405747405025,33.93348915875516,12.097090042698674,success,
SAMPLE_007136,55383975,0,41,0.99968565,0.011357361,1.0,0.0057417452,-1.4676759,6.328431,13.382441220610305,0.3,0.0041187146700318,0.1301039448838801,11.398841250304521,success,
SAMPLE_004026,332705008,1,1,0.9999489,0.0057683494,1.0,0.003836155,-0.03461495,0.05176711,7.673836918459229,0.105,0.005774122958290801,0.005017744638587868,9.379345508649424,success,
SAMPLE_007135,293075732,0,1,1.0000528,0.0055831033,1.0,0.0037145615,0.012663816,0.06430602,0.5652826413206603,0.05,0.0012502074910983722,0.0009206180560003084,3.5420468025198506,success,
SAMPLE_007037,300557619,0,14,0.9963485,0.013308144,1.0,0.009175897,-0.42823815,0.6678188,12.591795897948973,0.3,0.013629940732530425,0.4091700638299732,3.4869897479562817,success,
SAMPLE_000423,241225337,1,4,0.9908017,0.022576524,1.0,0.0037972927,-1.8278322,1.795033,14.57928964482241,0.3,0.059599956304690845,0.7672654349685485,3.804153724759425,success,
SAMPLE_004939,230982415,1,1,0.99966085,0.0107914405,1.0,0.006735921,-0.65162885,2.6002288,7.594047023511756,0.08,0.04686181408579028,0.12627170311614241,6.839597468754741,success,
SAMPLE_006014,48188920,0,1,0.9999988,0.0009803004,1.0,0.00065135956,0.03543548,0.19022775,0.7393696848424212,0.215,0.00021145068337155633,0.00011323159896944011,13.374157224417953,success,
SAMPLE_006859,172871230,0,3,0.9959366,0.016397253,1.0,0.012090027,-0.3103481,-1.0378647,14.64457228614307,0.3,0.014667040162593287,0.059588812595321484,6.410491800351071,success,
SAMPLE_001349,255930614,1,8,1.0108185,0.0131058,1.0,0.003924072,0.20942113,-1.8246799,13.955477738869435,0.3,0.01281220342644281,0.2482807419188362,3.331622408226547,success,
SAMPLE_002582,291198795,1,1,0.999789,0.0065294704,1.0,0.004273623,-0.17798291,0.41549182,2.4874937468734366,0.135,0.011088435968447994,0.03750079072904322,7.2975109246936585,success,
SAMPLE_006091,155114483,0,3,1.0016793,0.028654834,1.0,0.033120334,-0.2714735,-1.3502448,14.992746373186593,0.3,0.02492175269039044,0.19657617414145118,4.529884302051568,success,
SAMPLE_006791,347011522,0,1,0.9999645,0.003421811,1.0,0.0022933483,-0.008022971,0.046533346,13.85392696348174,0.135,0.002481851631965138,0.0005974799897395378,3.5404278493163988,success,
SAMPLE_000032,92352620,1,6,0.9950456,0.022189993,1.0,0.02180469,-0.0040457267,-1.793437,14.49224612306153,0.3,0.025367695446202047,1.1000973925635291,3.6333535968472206,success,
SAMPLE_006551,129881395,0,1,1.0000864,0.020613275,1.0,0.013802767,-0.012988374,0.06425214,0.6813406703351675,0.105,0.01322346475069935,0.22242194545652105,11.228952725475866,success,
SAMPLE_006099,313506357,0,2,0.81875944,0.21521434,1.0,0.0022290945,-0.3328046,-1.8891351,14.876688344172086,0.3,0.2024827971762901,10.106323297050489,3.498053066762291,success,
SAMPLE_006318,429295277,0,1,1.0000125,0.0011904159,1.0,0.00079357624,0.07087764,0.16757488,1.1093046523261632,0.135,0.0007424812859362557,0.0005355670238565375,17.435007627444712,success,
SAMPLE_005016,407156755,1,1,0.9999992,0.0041967332,1.0,0.0028402805,-0.034499563,0.008394241,4.794147073536768,0.245,0.0033833037770845758,0.005048014301583328,8.467316164662114,success,
SAMPLE_004127,95709395,1,1,0.9998228,0.0050967108,1.0,0.003260076,-0.31059387,0.7010019,5.069784892446223,0.19,0.009549458578565392,0.03743438132850369,10.630111086808387,success,
SAMPLE_000438,425997655,1,21,1.0027035,0.01759219,1.0,0.013283253,0.11028523,-0.5538645,15.0,0.3,0.011549181117078637,1.0013105686544688,6.2572687554126505,success,
SAMPLE_004184,29385858,1,7,0.9811353,0.029782308,1.0,0.027413249,-0.04627916,-1.7459098,13.650825412706352,0.3,0.032897511282672376,1.6358152047491603,3.637084794425654,success,
SAMPLE_006275,53427308,0,1,0.9999939,0.0012911995,1.0,0.00086426735,0.04281528,0.05827403,5.8024012006003,0.08,0.0009965395942142937,0.00011370893814481235,9.056461425766438,success,
SAMPLE_006247,192372961,0,1,1.0000046,0.0007166829,1.0,0.00048023462,0.09999417,0.18608809,1.7258629314657328,0.3,0.0002664490615718824,0.00011735490428792328,7.634400680403331,success,
SAMPLE_006797,162577466,0,6,1.002071,0.019123504,1.0,0.013720036,0.22903195,-0.5017538,14.680840420210105,0.3,0.019882163772379204,0.21346223558672237,4.859779940948523,success,
SAMPLE_006497,120723776,0,1,0.9988835,0.011984071,1.0,0.0064103603,-1.275394,3.5716982,2.8791895947973987,0.135,0.0373741262965235,0.5419682227742539,11.39170964593372,success,
SAMPLE_003255,124235800,1,1,0.9999801,0.0030774793,1.0,0.0020523667,-0.01359245,0.07515478,2.763131565782891,0.05,0.002667533745196,0.0011527492776450226,14.279870508016325,success,
SAMPLE_006008,387079085,0,2,0.99992853,0.0018543947,1.0,0.0010837317,-0.2125527,1.1329222,1.189094547273637,0.16,0.0026945472524303343,0.061384614999679954,16.450690756541764,success,
SAMPLE_000086,302518439,1,5,1.0000864,0.008916713,1.0,0.0052960515,-0.094612524,-0.45675087,14.245622811405703,0.3,0.010298197795550799,0.049844852583055044,7.19020971050915,success,
SAMPLE_003176,346673534,1,2,1.0108414,0.028706744,1.0,0.025310338,0.120522626,-1.5536631,6.4987493746873435,0.3,0.026403492163767153,0.3001206635293298,3.785392698953935,success,
SAMPLE_005135,115451738,1,4,1.0017067,0.030387009,1.0,0.022159219,0.15201887,-0.45908904,4.163081540770385,0.245,0.018275870732334266,0.5684806816445368,8.187994363786848,success,
SAMPLE_001214,236934268,1,20,0.9985905,0.011427215,1.0,0.0073465407,-0.67651,0.21444535,14.44872436218109,0.3,0.004439223207872683,0.05103050661398233,5.985633620927693,success,
SAMPLE_006940,104195270,0,1,0.9994238,0.0034612005,1.0,0.0013431311,-2.3042262,6.510415,3.6843421710855426,0.19,0.012443373248084892,0.08461871440286607,11.560468826027137,success,
SAMPLE_002911,377873569,1,11,0.9991929,0.012449961,1.0,0.009892583,0.22027494,-0.5843284,14.680840420210105,0.3,0.007556321893881518,0.2095782110699901,6.303685899589006,success,
SAMPLE_000716,1716467085,1,9,0.9934607,0.011162285,1.0,0.006803632,-0.17435871,-1.7869258,13.868434217108554,0.3,0.008175920959432688,0.06754756321200707,10.662476184924989,success,
SAMPLE_006159,434718964,0,4,1.0425717,0.07612094,1.0,0.03322208,0.55941755,-1.3140944,7.14432216108054,0.3,0.03278649023198297,1.1072025599838722,4.8870042043464474,success,
SAMPLE_004941,9166136,1,1,1.0000703,0.0016979706,1.0,0.00093460083,2.8285248,23.673145,0.5652826413206603,0.3,0.00026433611420236794,0.00027170342077464504,5.697347883355475,success,
SAMPLE_006285,457138169,0,2,1.0001069,0.0013837796,1.0,0.0011754632,0.08813069,-1.0442386,14.122311155577789,0.3,0.0013161660114214301,0.0003672461095596511,3.6570904991215896,success,
SAMPLE_004656,306249066,1,1,0.999988,0.0016698771,1.0,0.001098305,-0.18465674,0.7731807,11.605302651325662,0.105,0.006076468047562421,0.001403091629455788,4.027492755384481,success,
SAMPLE_002049,224271611,1,2,0.9850996,0.019891957,1.0,0.009629905,-0.008224605,-1.9680064,6.658329164582291,0.215,0.01982750597511744,0.12324625286610513,3.5188552639726796,success,
SAMPLE_007131,4426490,0,2,1.0020479,0.015991813,1.0,0.015018582,-0.06532261,-1.4680011,2.668834417208604,0.105,0.01356127752798571,0.10409206847613442,3.4657257803636665,success,
SAMPLE_000284,256783784,1,6,1.0002546,0.0035454906,1.0,0.001650691,0.9093272,2.6316848,11.83016508254127,0.3,0.0013010055390123496,0.0071166015020278535,4.804876431616383,success,
SAMPLE_006355,258402425,0,3,1.0040139,0.006774555,1.0,0.0033538938,0.2619865,-1.7742643,14.767883941970984,0.3,0.006170736488296179,0.01644969116505162,5.771028379295179,success,
SAMPLE_000718,269850928,1,14,1.0000263,0.017617283,1.0,0.0131831765,-0.056711823,-0.70657873,14.920210105052526,0.3,0.013476611784384366,0.20949759169321322,13.634256691272268,success,
SAMPLE_005988,50309953,0,5,1.0048692,0.016574264,0.99999994,0.008411765,1.0036513,-0.60417724,14.941970985492746,0.3,0.014199520984019843,0.08710260314786777,5.282308386656881,success,
SAMPLE_000437,159418353,1,22,1.0009942,0.010143573,1.0,0.007414639,0.25456843,-0.7974446,14.593796898449224,0.3,0.00985651715245961,0.3585355085553239,6.049237072119282,success,
SAMPLE_002066,433144048,1,2,0.9991699,0.0129744345,1.0,0.00866282,-0.22854537,-0.19893336,3.234617308654327,0.3,0.01376366923910354,0.2708971850205264,7.144006074442707,success,
SAMPLE_003332,366499151,1,3,1.0004185,0.0048966133,1.0,0.0033835173,0.28288394,-0.22773743,6.4987493746873435,0.3,0.0021159429965478924,0.004286933137142871,3.794646468370986,success,
SAMPLE_000946,425561347,1,7,0.9999552,0.0044799084,1.0,0.0029925704,-0.10979954,0.26266742,9.168084042021011,0.3,0.004440307497807568,0.10996783434029274,4.558994466732667,success,
SAMPLE_006223,317507345,0,7,0.9956972,0.02245732,1.0,0.023913264,0.09291387,-1.6012328,14.572036018009005,0.3,0.020704872313406713,0.29065299803481465,9.601938530620354,success,
SAMPLE_003757,466390120,1,3,1.0005643,0.008809339,0.99999994,0.005232811,0.2833633,0.21276426,1.551775887943972,0.105,0.007588493444206542,0.26391312170592507,14.988022115842924,success,
SAMPLE_007127,58474992,0,2,0.9998289,0.0051278616,1.0,0.0031326711,-1.1278788,5.60238,12.852926463231615,0.19,0.013049402866260633,0.046403184382727156,4.756934187588501,success,
SAMPLE_003389,175772482,1,1,0.9997729,0.0048283106,1.0,0.0029355884,-0.5822715,1.5310235,2.8356678339169585,0.08,0.01361404540655538,0.016032103096696514,5.071372988043953,success,
SAMPLE_004225,116048097,1,5,1.0027659,0.008533005,1.0,0.002246797,1.4857701,0.7023084,12.439469734867433,0.3,0.004351114942812403,0.01839263351006677,2.8721346716219966,success,
SAMPLE_000898,90850770,1,3,1.0035098,0.0156107675,1.0,0.011913061,0.51922685,-1.27275,12.519259629814908,0.3,0.017359128827654856,0.06508930038950546,3.1050033678663995,success,
SAMPLE_005990,412014494,0,2,1.0000582,0.0018670367,1.0,0.0010754466,2.3521802,148.80261,11.474737368684341,0.08,0.006375738764715989,0.016280342940758818,6.103808446167565,success,
SAMPLE_005980,370745311,0,6,0.9955595,0.010241184,1.0,0.004325986,-0.6880129,-0.96661115,13.977238619309654,0.3,0.01685617729498825,0.4271905269956163,5.54858936786028,success,
SAMPLE_003192,72504752,1,1,0.99984026,0.0104391305,1.0,0.006891072,-0.20656349,0.36584425,6.941220610305153,0.215,0.018983563281715597,0.11153627137254375,6.766761524206001,success,
SAMPLE_006774,332630868,0,1,0.99881226,0.00992226,1.0,0.0030997694,-5.1948543,33.928104,8.986743371685842,0.245,0.04372650955759932,0.5066820240940685,5.100264611029409,success,
SAMPLE_003149,275421144,1,6,0.99422574,0.034373164,1.0,0.025897771,0.13069202,-1.0206656,14.64457228614307,0.3,0.01865780892468676,0.2680476520799931,4.239990079096305,success,
SAMPLE_006961,365781372,0,1,0.999835,0.0023825988,0.99999994,0.0013454556,-0.6909055,4.642182,1.13831915957979,0.08,0.0047459992616876966,0.013616065685627827,14.137610894918115,success,
SAMPLE_006356,298495970,0,2,1.0059928,0.010114023,1.0,0.0048964024,0.19409022,-1.5908337,8.660330165082541,0.3,0.010046577169614008,0.035781001196465836,3.1564708183319645,success,
SAMPLE_000510,287080092,1,54,1.0007197,0.008483479,1.0,0.0037178397,0.56214607,1.5811868,12.838419209604801,0.3,0.002352954688773372,0.13120150689633328,6.9559996796161325,success,
SAMPLE_001728,252876117,1,2,1.0004315,0.014526448,1.0,0.0129440725,-0.07720308,-1.1432507,14.368934467233617,0.3,0.02017424241865447,0.08791201234799369,4.058745289016728,success,
SAMPLE_005874,201175570,1,4,0.9992153,0.0058208904,1.0,0.0027977228,-0.33268028,-0.8858886,13.781390695347673,0.3,0.008959564711353875,0.017339140760458532,4.9815851562673945,success,
SAMPLE_006154,415741431,0,2,1.0043094,0.0070973886,1.0,0.0031211376,0.31727427,-1.7232641,7.115307653826913,0.3,0.0052680672386618095,0.01283554624936611,3.8262213760547827,success,
SAMPLE_002412,170634116,1,6,1.001996,0.0056915875,1.0,0.004009068,-0.026392445,-0.67738414,3.6625812906453223,0.135,0.010041621353631134,0.5387064966463263,18.996066154516956,success,
SAMPLE_001319,299780329,1,7,0.9959581,0.01134339,1.0,0.010344803,-0.09785914,-1.6850226,14.564782391195598,0.3,0.011826162948669016,0.09062806829732975,7.780945530699455,success,
SAMPLE_007023,275248683,0,5,1.008247,0.026665926,1.0,0.0061333776,1.5621183,0.7845633,13.984492246123061,0.3,0.018256128110087352,0.1433130718359263,2.8017455291098496,success,
SAMPLE_006549,188593930,0,2,1.003952,0.010441089,1.0,0.0072087646,0.37058726,-1.244991,4.714357178589294,0.3,0.004845009801289176,0.018168968860331248,2.5906780828512725,success,
SAMPLE_006250,431899140,0,1,0.99999535,0.0011075638,1.0,0.0007505119,0.0075279796,0.040679216,1.9797398699349675,0.105,0.0010786414853074114,0.00048400246079169026,14.01407203647183,success,
SAMPLE_003939,68345291,1,3,1.0070407,0.042454462,1.0,0.041579008,0.10953064,-1.5230119,13.665332666333166,0.3,0.05045966114101996,0.5499743189327769,3.5607833718949315,success,
SAMPLE_003822,58798731,1,2,1.0000465,0.0068510496,1.0,0.0045868754,0.03873727,0.088033676,13.01975987993997,0.08,0.006172041534058935,0.0032760923160407764,5.955101615076959,success,
SAMPLE_001564,285272237,1,3,0.9998452,0.0060767354,1.0,0.0037869513,-0.03721671,0.92318153,4.641820910455228,0.105,0.008734145458944005,0.1309437121254036,11.00408866420267,success,
SAMPLE_006693,461538935,0,6,1.000992,0.013188118,1.0,0.008891344,-0.13782018,-0.6708653,14.238369184592296,0.3,0.009016783807367795,0.05760274347711193,5.875852720492513,success,
SAMPLE_003664,366298702,1,1,1.0000069,0.0037845226,1.0,0.0025531352,0.041281763,0.08250308,5.27288644322161,0.135,0.0016372736876808143,0.0005200490349041548,6.104814924132622,success,
SAMPLE_005983,318608749,0,6,1.0064114,0.011903203,1.0,0.008398354,0.14331083,-1.7339581,12.53376688344172,0.3,0.010775588443964604,0.28970269925269027,4.54751407238077,success,
SAMPLE_006956,432008938,0,2,0.99997175,0.016724791,1.0,0.011241078,-0.041865762,0.11145496,6.411705852926463,0.3,0.01145097712764603,0.08942716623530907,5.104839087385353,success,
SAMPLE_004233,350814622,1,9,1.0015615,0.01318077,1.0,0.0104368925,-0.0065254113,-0.97123694,13.331665832916459,0.3,0.01043872104047409,0.0940929155256823,7.940995244610406,success,
SAMPLE_006601,1979500576,0,1,0.99995446,0.0059210653,1.0,0.00402081,-0.0073498813,0.023584127,13.425962981490745,0.3,0.0032719776625739464,0.002312460970066699,2.6013686332098604,success,
SAMPLE_000013,144065872,1,4,1.0001972,0.0037078033,1.0,0.0016679466,-0.47718528,5.025626,2.1828414207103553,0.105,0.007532510007979258,0.19614571016920365,13.988066486853318,success,
SAMPLE_004338,287863314,1,2,0.9988026,0.037076324,1.0,0.031742364,-0.066267364,-1.0825121,14.564782391195598,0.215,0.03783138394458258,0.22183810973017523,3.5996684499732288,success,
SAMPLE_000697,234345288,1,15,1.0008328,0.0070343264,1.0,0.005358994,0.5429533,0.11608553,13.338919459729864,0.3,0.0044904241078718545,0.10594117614459711,7.2354686696584025,success,
SAMPLE_000773,140067837,1,3,0.99984026,0.0060135843,1.0,0.004348755,-0.07867928,-0.35798812,13.266383191595798,0.3,0.007665540826363821,0.012692271490700516,6.153016279674329,success,
SAMPLE_007056,146467675,0,1,1.0000217,0.001068045,1.0,0.00071004033,0.16369691,0.22439742,1.6388194097048523,0.08,0.00043038767911619705,7.983566191839646e-05,8.707744041419412,success,
SAMPLE_003265,356835341,1,5,1.0024012,0.012999911,1.0,0.0078029037,0.6147087,-0.17950416,14.731615807903951,0.3,0.006506338970938886,0.03198216356099473,5.017500503754736,success,
SAMPLE_007118,142918609,0,1,0.9998981,0.0015340908,1.0,0.0008226037,-1.9083762,9.138147,14.550275137568784,0.215,0.0071023574312256595,0.007793517826996941,5.459534693904333,success,
SAMPLE_003935,346859243,1,1,0.9997983,0.0093611665,1.0,0.00611037,-0.23799558,0.41672063,6.41895947973987,0.135,0.019539688237832874,0.055551815090812987,5.733330337176856,success,
SAMPLE_000723,263075864,1,3,1.1894196,0.28140676,1.0,0.008116633,0.76503485,-1.4121001,14.463231615807903,0.3,0.20383762736003674,17.907954459268524,2.757376739920649,success,
SAMPLE_006971,73723286,0,3,0.9978492,0.007546426,1.0,0.0059266686,-0.37421915,-1.3690786,14.006253126563282,0.3,0.011024075348083676,0.030078733726855992,10.947935675979263,success,
SAMPLE_003637,298074836,1,11,1.0023831,0.02530499,1.0,0.010627627,0.92494667,1.313673,14.245622811405703,0.3,0.012553368320005583,0.22881640557004915,6.744124872587718,success,
SAMPLE_006382,279989567,0,1,0.9999905,0.002901412,1.0,0.00195688,-0.0014035766,0.07560015,6.9484742371185595,0.3,0.0024770127330926896,0.00122098282390076,4.033207954084787,success,
SAMPLE_003247,184892124,1,5,1.0002608,0.23747121,1.0,0.12469685,0.0120444875,1.3384504,1.9797398699349675,0.05,0.05740893803611553,6.051063401573837,8.563094254907988,success,
SAMPLE_000442,425997655,1,21,1.0027035,0.01759219,1.0,0.013283253,0.11028523,-0.5538645,15.0,0.3,0.011549181117078637,1.0013105686544688,6.2572687554126505,success,
SAMPLE_005955,175310067,0,2,1.0000302,0.0034551076,1.0,0.0021307468,1.0372094,44.27111,11.271635817908955,0.19,0.0026234614980430613,0.0072817381451537756,4.596979925937729,success,
SAMPLE_003453,224328450,1,2,0.9998284,0.0021885491,1.0,0.0015186071,-1.494632,13.225027,12.88919459729865,0.05,0.018655904418925687,0.006264769854385637,3.053643369652579,success,
SAMPLE_006002,69997672,0,3,1.0084786,0.015323999,1.0,0.007861197,0.35770205,-1.7182605,14.753376688344172,0.3,0.01371315578450917,0.06713407904056759,5.151354689937369,success,
SAMPLE_006443,219208037,0,5,1.002373,0.013346731,1.0,0.013352811,0.11269982,-1.3247018,14.107803901950975,0.3,0.014128619146658049,0.08623492372424696,5.41481501100665,success,
SAMPLE_006410,349786918,0,10,1.0010405,0.011169635,1.0,0.008622408,0.66093385,-0.50566626,14.455977988994496,0.3,0.008316785496761693,0.05896650515177165,4.911884182194306,success,
SAMPLE_001104,459837008,1,14,0.99936414,0.034814563,1.0,0.014913619,-1.9267685,5.755478,14.731615807903951,0.3,0.020425008322101007,1.0095779351981067,3.892078041343491,success,
SAMPLE_006073,387664868,0,2,0.9993643,0.0022395733,1.0,0.0020448565,-0.0778846,-1.507615,14.180340170085042,0.215,0.0027884373784905184,0.001209072058640158,5.5050290561441475,success,
SAMPLE_001813,80439101,1,2,0.99728864,0.046181764,1.0,0.03720677,-0.053763594,-0.6365082,13.353426713356678,0.3,0.06100475819068006,0.8038613927311227,3.993826969223543,success,
SAMPLE_006025,24364065,0,3,1.0003738,0.012793882,1.0,0.013399601,-0.30463487,-1.4543549,14.702601300650326,0.3,0.017954825494970243,0.06963316384784402,7.007317610289939,success,
SAMPLE_000413,257241363,1,15,0.99663407,0.009206577,1.0,0.007539034,-0.2103501,-1.2188847,14.354427213606803,0.3,0.006265430340262451,0.2454457474726295,6.250533664580415,success,
SAMPLE_006383,148233571,0,2,0.98682684,0.02022204,1.0,0.010612369,-0.14340642,-1.8561467,7.311155577788894,0.3,0.012044989755622878,0.0797224371280765,3.6611451069995296,success,
SAMPLE_000536,390651552,1,2,0.99561113,0.0058889766,1.0,0.0018365383,-0.18825376,-1.9069939,12.686093046523261,0.3,0.006528716085351338,0.013810219326292597,4.103151161047433,success,
SAMPLE_004875,387295547,1,1,0.99997586,0.0027294217,1.0,0.0018450618,-0.013335875,-0.02128458,0.6668334167083542,0.08,0.0005443548439008004,0.00027098664831357315,5.262589706159402,success,
SAMPLE_006288,135083444,0,2,1.0002216,0.0020868361,1.0,0.0017576218,0.13522586,-0.9923494,13.832166083041521,0.3,0.0019008472907624417,0.000762389509210571,2.862467508201618,success,
SAMPLE_000839,1715469662,1,16,0.95179194,0.09749913,1.0,0.015643239,-1.4844596,0.3408544,14.484992496248124,0.3,0.03727274453040573,4.702636586145793,5.605375883436562,success,
SAMPLE_006919,294283951,0,7,1.0055063,0.026388222,1.0,0.01745075,0.3896597,-1.342043,13.839419709854926,0.3,0.02376734944338621,0.385252865502669,6.703105233000148,success,
